Sigla;Código;Título;Sub-título;Autores;Data;Tipo;Distribuição;Situação;Nome do arquivo;Projeto;Objeto;Indicador;Arq
#N/D;RRT00130020;Inventário Nacional de emissões e liberações de mercúrio no ambito da mineração artesanal e de pequena escala no Brasil;;Zuleica Carmen Castilhos, Lílian Maria Borges Domingos, ;30/11/2020;Relatório Técnico Final de Projeto para Grandes Empresas ;Pública;Concluído;RRT00130020 - ZULEICA.pdf;PRJ05.18;09/00086;"PCTD; ";SIM
#N/D;RRT00140020;Proposta de rotina de caracterização tecnológica de abrasivos de fios diamantados;;GUSTAVO EGRAMPHONTE, Marcônio Pereira de Magalhães, PHILLIPE FERNANDES DE ALMEIDA, ;02/12/2020;Relatório Técnico Final de Projeto para Grandes Empresas ;Reservada;Concluído;RRT00140020.pdf;PRJ02.24;09/00054;"PCTD; ";SIM
#N/D;RRT00150020;Remoção hidrometalúrgica de carbonatos do circuito de beneficiamento de nióbio;;MARISA NASCIMENTO, ;16/12/2020;Relatório Técnico Final de Projeto para Grandes Empresas ;Reservada;Concluído;RRT 0015-00-20.docx;PRJ01.13;08/00081;"PCTD; ";SIM
#N/D;RRT00160020;Determinação de microdureza KNOOP da orientação cristalográfica dos minerais do Campo Pegmatítico Galiléia, MG com aplicação no processo de corte de rochas ornamentais;;Viviane Thomazini Fassarella, Rodson de Abreu Marques, LEONARDO LUIZ LYRIO DA SILVEIRA, ;16/12/2020;Relatório Técnico Final de Projeto para Grandes Empresas ;Reservada;Concluído;RRT00160020.pdf;PRJ05.15;11/00216;"PCTD; ";SIM
#N/D;RRT00170020;Estudo do processo de fabricação de objetos produzidos por impressão 3D com filamento compósito de PLA/Resíduo de rocha mineral e caracterização das peças obtidas;Tese de Doutorado;Marceli do Nascimento da Conceição, ROBERTO CARLOS DA CONCEIÇÃO RIBEIRO, Rossana Mara da Silva Moreira Thiré, ;17/12/2020;Relatório Técnico Final de Projeto para Grandes Empresas ;Reservada;Concluído;RRT00170020_Tese-Doutorado Texto Final - 24.pdf;PRJ02.19;10/00047;"PCTD; ";SIM
#N/D;RRT00180020;Avaliação de variáveis de processo (mineralogia, físico-química de superfície e reologia) na filtragem cerâmica de pellet feed da Anglo American, Projeto Minas-Rio;;Sílvia Cristina Alves França, Caio Philippe Carvalho Moura, Rafaella Fernanda de Almeida, Bruna Camara Trampus, ;18/12/2020;Relatório Técnico Final de Projeto para Grandes Empresas ;Reservada;Concluído;RRT00180020- SILVIA FRANÇA.pdf;PRJ05.18;09/00086;"PCTD; ";SIM
#N/D;RRT00190020;Impactos sociais e econômicos da mineração;TCC;MARCOS PEDRO DALMASO PINTO, Gleicon Roberto de Sousa Maior, Luiz José Cruz Bezerra, Roberto Araujo Reis, ;18/12/2020;Relatório Técnico Final de Projeto para Grandes Empresas ;Reservada;Concluído;RRT00190020_marcospedro.pdf;PRJ02.24;09/00054;"PCTD; ";SIM
#N/D;RTB00010020;Desenvolvimento de rochas artificiais e vidros utilizando resídus do processamento de rochas ornamentais;Projeto FAPES/SEP Nº 20/2018 - PPE Gestão E Competitividade;ANA JULIA NALI GIORI, MONICA CASTOLDI BORLINI GADIOLI, ;15/12/2020;Relatório técnico de bolsa;Reservada;Concluído;RTB00010020.pdf;PRJ05.15;13/00154;"PCTD; ";SIM
#N/D;RTB00020020;Caracterização ambiental de finos do beneficiamento de rochas ornamentais;Relatório final de estágio;MARCOS PEDRO DALMASO PINTO, FRANCISCO WILSON HOLLANDA VIDAL, ;17/12/2020;Relatório técnico de bolsa;Reservada;Concluído;DRE00070020_marcospedro_relatoriofinaldeestagio.pdf;PRJ02.24;09/00054;"PCTD; ";SIM
#N/D;RTB00030020;Análise da Viabilidade Técnica da Utilização do Diamante Reciclado para Confecção de Pérolas Diamantadas à Base de Resina de Mamona.;;MARCOS PEDRO DALMASO PINTO, FRANCISCO WILSON HOLLANDA VIDAL, ;18/12/2020;Relatório técnico de bolsa;Reservada;Concluído;RTB00030020- Marcos Pedro Dalmaso Pinto (4).pdf;PRJ02.24;09/00054;"PCTD; ";NÃO
#N/D;RTB00040020;Produção e Caracterização de Rochas Artificiais com Resíduos de Rochas Ornamentais;;Eduardo Vargas Campos, MONICA CASTOLDI BORLINI GADIOLI, ;18/12/2020;Relatório técnico de bolsa;Reservada;Concluído;RTB00040020_eduardo.pdf;PRJ05.15;13/00154;"PCTD; ";NÃO
#N/D;RTB00050020;DESENVOLVIMENTO DE ROCHAS ARTIFICIAIS COM RESÍDUOS DE ROCHA ORNAMENTAL;;Luan Bomfim Antunes, MONICA CASTOLDI BORLINI GADIOLI, ;18/12/2020;Relatório técnico de bolsa;Reservada;Concluído;RTB00050020_luan.pdf;PRJ05.15;13/00154;"PCTD; ";NÃO
